uid,city,列1,year,各省环保项目信贷总额(亿元),各省信贷总额(亿元),绿色信贷,绿色债券发行总额（亿元),所有债券发行总额（亿元）,绿色债券,环境污染治理投资亿元,GDP（亿元）,绿色投资,财政环境保护支出（亿元）,总保费支出（亿元）,绿色保险,碳交易用能权交易排污权交易亿元,权益市场交易总额亿元,绿色权益,绿色基金总市值亿元,所有基金总市值亿元,绿色基金,碳排放量(万吨),GDP（亿元）2,碳金融,绿色金融指数
,山西省,,2017,177.890,4434.400,0.040,511.570,4275.630,0.120,1625.230,15528.400,0.105,128.870,2835.510,0.045,339.340,5130.600,0.066,22.040,415.930,0.053,22577.400,15528.400,1.454,0.162
,山西省,,2018,204.960,4556.790,0.045,601.800,4649.540,0.129,1769.000,16818.100,0.105,170.290,2831.660,0.060,320.090,4926.180,0.065,26.730,416.160,0.064,30141.600,16818.100,1.792,0.245
,山西省,,2019,199.190,4305.060,0.046,567.300,4205.680,0.135,1802.010,17026.700,0.106,226.150,2522.100,0.090,388.030,5631.390,0.069,27.400,459.090,0.060,26949.000,17026.700,1.583,0.284
,山西省,,2020,227.920,4871.640,0.047,582.050,4242.300,0.137,1883.220,17651.900,0.107,260.280,2633.910,0.099,359.670,5045.270,0.071,28.440,469.560,0.061,31424.000,17651.900,1.780,0.299
,山西省,,2021,235.260,4561.670,0.052,717.130,5176.640,0.139,2253.620,22590.200,0.100,214.790,2617.300,0.082,411.250,5329.740,0.077,30.110,462.740,0.065,25903.801,22590.200,1.147,0.346
,山西省,,2022,236.810,4673.440,0.051,717.600,5235.790,0.137,2293.890,25642.600,0.100,215.900,2651.730,0.081,414.480,5488.240,0.076,30.180,467.450,0.065,27518.400,25642.600,1.073,0.338
,山西省,,2023,243.400,4711.540,0.052,737.930,5338.800,0.138,2313.920,25698.200,0.098,218.180,2724.090,0.080,424.170,5601.920,0.076,31.100,469.870,0.066,29133.000,25698.200,1.134,0.367
,广东省,,2000,46.250,2102.510,0.022,137.670,2075.190,0.066,483.810,9662.230,0.050,14.110,1348.830,0.010,89.640,2615.720,0.034,7.120,239.220,0.030,28204.000,9662.230,2.919,0.147
,广东省,,2001,56.670,2417.960,0.023,162.220,2341.230,0.069,564.220,12039.300,0.047,14.630,1489.610,0.010,97.260,2703.250,0.036,7.010,231.450,0.030,33150.602,12039.300,2.754,0.107
,广东省,,2002,64.950,2644.800,0.025,195.870,2493.550,0.079,689.890,13502.400,0.051,16.550,1569.750,0.011,116.570,2821.650,0.041,9.040,244.330,0.037,33981.199,13502.400,2.517,0.314
,广东省,,2003,73.890,2759.710,0.027,213.790,2743.270,0.078,675.580,15844.600,0.043,18.800,1673.240,0.011,122.590,3055.280,0.040,9.900,274.760,0.036,34950.801,15844.600,2.206,0.231
,广东省,,2004,89.120,2991.260,0.030,229.130,2771.620,0.083,763.990,18864.600,0.040,21.310,1933.100,0.011,144.900,3476.710,0.042,11.130,273.520,0.041,37214.398,18864.600,1.973,0.299
,广东省,,2005,84.850,2988.260,0.028,250.560,2834.260,0.088,917.010,22557.400,0.041,28.010,1781.920,0.016,165.390,3401.110,0.049,12.360,301.450,0.041,37375.000,22557.400,1.657,0.323
,广东省,,2006,88.460,3006.830,0.029,292.760,3105.480,0.094,1046.910,26587.800,0.039,31.070,2086.480,0.015,195.810,3895.830,0.050,13.470,321.040,0.042,38448.801,26587.800,1.446,0.370
,广东省,,2007,77.850,2809.560,0.028,259.730,2921.940,0.089,900.240,31777.000,0.028,26.710,1909.950,0.014,179.050,3724.670,0.048,13.020,299.500,0.043,40348.801,31777.000,1.270,0.157
,广东省,,2008,96.580,3158.460,0.031,278.720,2974.160,0.094,892.110,36796.700,0.024,47.090,2057.690,0.023,170.520,3716.430,0.046,12.240,289.940,0.042,40784.801,36796.700,1.108,0.157
,广东省,,2009,90.240,2946.280,0.031,301.350,3190.790,0.094,837.660,39482.600,0.021,100.800,1860.320,0.054,185.040,3570.090,0.052,15.160,326.780,0.046,45895.398,39482.600,1.162,0.198
,广东省,,2010,112.510,3372.060,0.033,377.460,3616.830,0.104,1085.360,46013.100,0.024,239.160,2374.460,0.101,226.520,4247.260,0.053,16.070,342.940,0.047,44280.000,46013.100,0.962,0.279
,广东省,,2011,126.290,3708.800,0.034,406.650,3720.040,0.109,1142.440,53210.300,0.021,232.620,2092.400,0.111,250.120,4555.020,0.055,17.680,378.810,0.047,47516.801,53210.300,0.893,0.258
,广东省,,2012,149.950,3765.170,0.040,457.130,4025.180,0.114,1349.460,57067.900,0.024,235.440,2474.980,0.095,263.620,4337.190,0.061,19.630,388.600,0.051,46886.398,57067.900,0.822,0.450
,广东省,,2013,134.480,3437.000,0.039,377.930,3402.560,0.111,1266.230,62474.800,0.020,307.780,2507.190,0.123,263.480,4428.940,0.059,17.140,348.430,0.049,48510.000,62474.800,0.776,0.272
,广东省,,2014,156.700,3959.890,0.040,425.420,3804.950,0.112,1471.890,67809.900,0.022,259.040,2596.960,0.100,264.600,4675.630,0.057,18.930,379.810,0.050,49436.000,67809.900,0.729,0.239
,广东省,,2015,169.870,4232.630,0.040,467.630,3773.630,0.124,1541.030,72812.500,0.021,322.330,2548.420,0.126,289.690,4636.370,0.062,22.580,432.470,0.052,54565.000,72812.500,0.749,0.319
,广东省,,2016,174.380,4477.780,0.039,571.140,4582.190,0.125,1732.810,80854.900,0.021,297.450,2577.050,0.115,333.570,5249.290,0.064,23.930,419.910,0.057,55260.000,80854.900,0.683,0.260
,广东省,,2017,151.220,3857.760,0.039,553.140,4387.550,0.126,1694.780,89705.200,0.019,433.230,2404.790,0.180,312.920,4823.140,0.065,22.490,387.360,0.058,54301.199,89705.200,0.605,0.315
,广东省,,2018,184.060,4355.510,0.042,608.530,4431.080,0.137,1926.060,97277.800,0.020,567.410,2848.910,0.199,403.090,5524.480,0.073,29.830,467.420,0.064,57083.602,97277.800,0.587,0.448
,广东省,,2019,183.580,4504.320,0.041,538.970,4064.600,0.133,2062.480,107671.000,0.019,747.440,2781.680,0.269,374.420,5434.500,0.069,26.690,428.450,0.062,58858.801,107671.000,0.547,0.307
,广东省,,2020,231.500,4692.770,0.049,691.190,4669.910,0.148,2265.840,110761.000,0.020,517.760,3109.760,0.166,414.320,5451.310,0.076,33.500,518.590,0.065,60680.000,110761.000,0.548,0.513
,广东省,,2021,218.560,4511.760,0.048,700.830,4915.240,0.143,2345.770,124370.000,0.019,493.550,2869.970,0.172,380.320,5146.530,0.074,28.440,469.320,0.061,64247.000,124370.000,0.517,0.346
,广东省,,2022,223.790,4584.010,0.049,701.530,5038.460,0.139,2418.290,129119.000,0.019,502.550,2955.850,0.170,388.460,5227.040,0.074,28.480,471.160,0.060,58993.199,129119.000,0.457,0.326
,广东省,,2023,226.990,4659.350,0.049,704.710,5154.540,0.137,2492.270,135673.000,0.020,503.040,3005.390,0.167,390.340,5377.400,0.073,29.100,478.270,0.061,53739.398,135673.000,0.396,0.319
,广西壮族自治区,,2000,43.860,2142.010,0.020,139.190,2127.060,0.065,435.810,2050.140,0.213,12.810,1580.450,0.008,87.270,2654.680,0.033,6.210,202.000,0.031,20136.000,2050.140,9.822,0.109
,广西壮族自治区,,2001,55.110,2355.870,0.023,189.170,2551.260,0.074,686.060,2279.340,0.301,12.240,1520.090,0.008,120.090,3123.540,0.038,8.870,248.720,0.036,21394.801,2279.340,9.386,0.324
,广西壮族自治区,,2002,59.860,2293.940,0.026,183.310,2529.170,0.072,533.200,2523.730,0.211,15.190,1377.450,0.011,114.550,3156.140,0.036,9.080,259.660,0.035,25066.801,2523.730,9.932,0.198
,广西壮族自治区,,2003,62.420,2338.430,0.027,204.440,2697.410,0.076,612.610,2821.110,0.217,18.710,1822.510,0.010,122.680,3153.960,0.039,8.280,236.100,0.035,27508.000,2821.110,9.751,0.187
,广西壮族自治区,,2004,76.120,2692.530,0.028,241.080,2920.180,0.083,765.680,3433.500,0.223,22.140,1676.260,0.013,152.360,3501.560,0.044,9.750,256.240,0.038,26678.400,3433.500,7.770,0.289
,广西壮族自治区,,2005,75.020,2695.850,0.028,261.590,3103.210,0.084,824.810,3984.100,0.207,16.660,1811.690,0.009,154.790,3651.050,0.042,10.860,291.420,0.037,26485.000,3984.100,6.648,0.157
,广西壮族自治区,,2006,101.350,3130.390,0.032,292.060,3210.220,0.091,1117.020,4746.160,0.235,23.820,1727.400,0.014,158.860,3440.650,0.046,12.430,286.490,0.043,29442.400,4746.160,6.203,0.342
,广西壮族自治区,,2007,90.570,3169.880,0.029,279.760,3048.010,0.092,1004.330,5823.410,0.172,14.100,2050.080,0.007,181.090,3601.480,0.050,12.460,308.600,0.040,27928.801,5823.410,4.796,0.160
,广西壮族自治区,,2008,96.860,3357.090,0.029,261.770,2889.840,0.091,1046.830,7021.000,0.149,27.970,1997.100,0.014,168.290,3647.150,0.046,14.600,323.920,0.045,33303.199,7021.000,4.743,0.148
,广西壮族自治区,,2009,115.200,3196.750,0.036,354.590,3526.310,0.101,1160.210,7759.160,0.150,49.920,1841.710,0.027,199.130,3769.950,0.053,16.020,345.510,0.046,33553.000,7759.160,4.324,0.301
,广西壮族自治区,,2010,130.890,3518.180,0.037,346.460,3255.290,0.106,1220.070,9569.850,0.127,63.990,2120.720,0.030,241.540,4394.890,0.055,17.060,345.910,0.049,33654.000,9569.850,3.517,0.334
,广西壮族自治区,,2011,108.950,3165.960,0.034,333.540,3280.650,0.102,969.920,11720.900,0.083,53.900,2075.140,0.026,205.380,3997.160,0.051,17.300,374.320,0.046,33418.000,11720.900,2.851,0.098
,广西壮族自治区,,2012,115.230,3338.740,0.035,424.120,3898.140,0.109,1333.520,13035.100,0.102,60.010,2080.270,0.029,251.850,4395.520,0.057,19.730,390.340,0.051,37529.602,13035.100,2.879,0.202
,广西壮族自治区,,2013,136.580,3420.030,0.040,438.740,4024.320,0.109,1258.270,14449.900,0.087,64.230,2414.460,0.027,254.170,4676.660,0.054,18.880,393.840,0.048,35138.398,14449.900,2.432,0.139
,广西壮族自治区,,2014,155.150,4124.190,0.038,533.050,4322.180,0.123,1440.730,15672.900,0.092,84.000,2866.840,0.029,315.570,5073.960,0.062,20.040,387.210,0.052,38780.398,15672.900,2.474,0.269
,广西壮族自治区,,2015,154.690,4081.300,0.038,462.830,3880.820,0.119,1550.140,16803.100,0.092,98.680,2333.280,0.042,299.710,4750.260,0.063,19.640,377.040,0.052,38052.000,16803.100,2.265,0.209
,广西壮族自治区,,2016,164.330,4298.150,0.038,509.780,4188.830,0.122,1459.060,18317.600,0.080,90.700,2377.480,0.038,291.070,4661.580,0.062,20.330,375.010,0.054,37872.000,18317.600,2.068,0.131
,广西壮族自治区,,2017,172.190,4050.160,0.043,512.460,4128.480,0.124,1898.100,18523.300,0.102,85.110,2810.560,0.030,311.900,5040.480,0.062,23.890,434.540,0.055,43186.398,18523.300,2.331,0.162
,广西壮族自治区,,2018,202.150,4170.410,0.048,619.610,4501.580,0.138,2290.200,20352.500,0.113,79.450,2530.010,0.031,383.400,5340.850,0.072,27.680,436.680,0.063,39535.199,20352.500,1.943,0.362
,广西壮族自治区,,2019,199.650,4272.780,0.047,570.080,4242.860,0.134,2031.930,21237.100,0.096,99.840,3019.410,0.033,390.960,5493.810,0.071,27.970,439.890,0.064,46410.000,21237.100,2.185,0.289
,广西壮族自治区,,2020,223.850,5125.470,0.044,692.740,4938.060,0.140,2169.010,22156.700,0.098,100.740,2770.430,0.036,446.980,5867.300,0.076,32.190,478.430,0.067,47016.000,22156.700,2.122,0.308
,广西壮族自治区,,2021,207.800,4642.170,0.045,694.590,4818.750,0.144,2075.200,24740.900,0.084,83.500,3387.060,0.025,412.530,5873.910,0.070,29.070,465.690,0.062,46953.199,24740.900,1.898,0.183
,广西壮族自治区,,2022,209.080,4656.180,0.045,717.040,4868.610,0.147,2128.280,26300.900,0.085,85.850,3499.430,0.025,413.590,6046.820,0.068,29.510,469.840,0.063,47014.801,26300.900,1.788,0.191
,广西壮族自治区,,2023,212.170,4690.640,0.045,740.930,4893.940,0.151,2157.910,27202.400,0.085,86.140,3589.490,0.024,421.200,6093.150,0.069,30.420,470.350,0.065,47076.402,27202.400,1.731,0.219
,新疆维吾尔自治区,,2000,52.490,2249.920,0.023,159.070,2364.900,0.067,486.630,1364.360,0.357,13.700,1226.380,0.011,93.230,2833.350,0.033,7.260,240.500,0.030,4084.000,1364.360,2.993,0.182
,新疆维吾尔自治区,,2001,51.570,2405.560,0.021,158.010,2201.160,0.072,594.070,1491.600,0.398,13.650,1332.870,0.010,99.080,2730.900,0.036,7.670,238.470,0.032,7660.800,1491.600,5.136,0.202
,新疆维吾尔自治区,,2002,66.310,2394.120,0.028,222.010,2734.980,0.081,786.920,1612.650,0.488,24.360,1875.910,0.013,126.670,2989.310,0.042,9.140,256.720,0.036,4879.600,1612.650,3.026,0.485
,新疆维吾尔自治区,,2003,81.270,2926.480,0.028,232.610,2823.510,0.082,655.550,1886.350,0.348,20.080,1718.660,0.012,139.790,3229.420,0.043,11.040,295.520,0.037,8868.800,1886.350,4.702,0.403
,新疆维吾尔自治区,,2004,82.200,2846.460,0.029,230.330,2657.280,0.087,828.140,2209.090,0.375,20.550,1868.680,0.011,147.140,3224.820,0.046,11.290,297.140,0.038,5160.000,2209.090,2.336,0.380
,新疆维吾尔自治区,,2005,80.160,2693.500,0.030,235.820,2760.030,0.085,876.580,2604.190,0.337,23.030,1663.650,0.014,132.120,3126.690,0.042,12.260,305.290,0.040,7230.000,2604.190,2.776,0.285
,新疆维吾尔自治区,,2006,100.770,3152.920,0.032,274.360,3083.900,0.089,811.450,3045.260,0.266,24.370,1947.500,0.013,153.540,3335.900,0.046,10.820,278.750,0.039,8086.000,3045.260,2.655,0.269
,新疆维吾尔自治区,,2007,92.380,3107.000,0.030,273.930,2875.940,0.095,985.760,3523.160,0.280,22.620,1826.200,0.012,173.330,3531.460,0.049,13.480,334.320,0.040,10508.400,3523.160,2.983,0.229
,新疆维吾尔自治区,,2008,116.370,3375.210,0.034,370.080,3582.160,0.103,1034.530,4183.210,0.247,30.470,2215.960,0.014,203.900,4027.790,0.051,15.250,325.980,0.047,10012.800,4183.210,2.394,0.432
,新疆维吾尔自治区,,2009,126.170,3488.930,0.036,397.370,3807.430,0.104,1247.730,4277.050,0.292,36.420,2000.030,0.018,229.780,4099.240,0.056,16.400,350.290,0.047,8154.800,4277.050,1.907,0.381
,新疆维吾尔自治区,,2010,106.000,3462.390,0.031,305.100,3117.470,0.098,1055.190,5437.470,0.194,51.020,1947.520,0.026,210.540,4026.030,0.052,14.150,303.450,0.047,7788.000,5437.470,1.432,0.156
,新疆维吾尔自治区,,2011,135.920,3661.620,0.037,376.810,3424.530,0.110,1296.890,6610.050,0.196,53.670,2126.500,0.025,246.640,4400.520,0.056,18.300,349.040,0.052,12276.000,6610.050,1.857,0.321
,新疆维吾尔自治区,,2012,144.870,4022.280,0.036,461.670,3995.710,0.116,1235.040,7505.310,0.165,64.120,2521.420,0.025,249.920,4315.230,0.058,17.620,342.000,0.052,7590.400,7505.310,1.011,0.325
,新疆维吾尔自治区,,2013,168.690,4222.440,0.040,505.690,4343.330,0.116,1363.440,8443.840,0.161,68.990,2556.050,0.027,295.010,4696.590,0.063,21.040,393.070,0.054,7431.600,8443.840,0.880,0.370
,新疆维吾尔自治区,,2014,150.690,3739.310,0.040,465.930,4110.560,0.113,1453.190,9273.460,0.157,70.860,2634.070,0.027,291.780,4841.030,0.060,19.020,354.980,0.054,11383.200,9273.460,1.228,0.257
,新疆维吾尔自治区,,2015,204.800,4484.500,0.046,559.310,4334.210,0.129,1622.950,9324.800,0.174,71.510,3009.000,0.024,349.420,5196.320,0.067,24.820,410.460,0.060,8673.000,9324.800,0.930,0.460
,新疆维吾尔自治区,,2016,170.340,4098.730,0.042,496.550,3940.880,0.126,2154.770,9649.700,0.223,65.070,2692.050,0.024,354.320,5120.500,0.069,24.870,422.240,0.059,13406.400,9649.700,1.389,0.338
,新疆维吾尔自治区,,2017,187.380,4142.060,0.045,611.070,4708.520,0.130,2068.560,10882.000,0.190,54.660,3163.550,0.017,387.210,5523.010,0.070,25.970,432.050,0.060,10878.000,10882.000,1.000,0.349
,新疆维吾尔自治区,,2018,207.400,4417.810,0.047,603.900,4630.630,0.130,2256.280,12199.100,0.185,94.330,2895.950,0.033,359.060,5359.840,0.067,27.280,424.840,0.064,8550.000,12199.100,0.701,0.293
,新疆维吾尔自治区,,2019,198.980,4215.360,0.047,584.740,4212.080,0.139,1824.020,13597.100,0.134,87.860,2768.460,0.032,413.240,5662.270,0.073,29.670,488.310,0.061,8915.400,13597.100,0.656,0.324
,新疆维吾尔自治区,,2020,215.000,4353.740,0.049,649.100,4910.640,0.132,1959.840,13797.600,0.142,82.590,2610.430,0.032,411.280,5636.670,0.073,29.070,457.900,0.063,10176.000,13797.600,0.738,0.262
,新疆维吾尔自治区,,2021,225.730,4638.890,0.049,572.050,4213.080,0.136,2256.030,15983.600,0.141,93.480,2948.160,0.032,362.360,5387.180,0.067,29.720,488.300,0.061,15448.800,15983.600,0.967,0.183
,新疆维吾尔自治区,,2022,227.520,4768.720,0.048,590.570,4336.640,0.136,2325.560,17741.300,0.142,93.690,3021.230,0.031,374.300,5415.250,0.069,30.180,492.370,0.061,13414.800,17741.300,0.756,0.202
,新疆维吾尔自治区,,2023,234.380,4912.200,0.048,600.710,4438.890,0.135,2355.830,19125.900,0.141,93.990,3068.910,0.031,378.970,5519.110,0.069,30.370,499.920,0.061,11380.800,19125.900,0.595,0.192
,江苏省,,2000,50.740,2197.710,0.023,156.900,2319.820,0.068,461.920,8582.730,0.054,29.010,1414.260,0.021,89.770,2536.010,0.035,7.380,246.710,0.030,21184.000,8582.730,2.468,0.248
,江苏省,,2001,54.250,2317.020,0.023,173.820,2448.940,0.071,597.260,9456.840,0.063,28.330,1657.010,0.017,100.300,2774.930,0.036,7.190,214.790,0.033,24792.600,9456.840,2.622,0.225
,江苏省,,2002,52.820,2275.300,0.023,189.380,2544.860,0.074,507.770,10606.800,0.048,31.050,1633.230,0.019,109.290,2761.830,0.040,8.310,237.740,0.035,23245.199,10606.800,2.192,0.225
,江苏省,,2003,67.970,2425.120,0.028,190.910,2495.680,0.076,684.460,12442.900,0.055,42.000,1819.310,0.023,129.900,3246.830,0.040,9.180,252.110,0.036,24568.600,12442.900,1.975,0.274
,江苏省,,2004,75.680,2754.980,0.027,190.420,2455.000,0.078,720.370,15003.600,0.048,47.300,1716.660,0.028,134.600,3155.120,0.043,9.260,247.730,0.037,25228.801,15003.600,1.682,0.262
,江苏省,,2005,73.600,2700.080,0.027,226.420,2690.300,0.084,850.570,18598.700,0.046,45.560,1605.130,0.028,143.850,3155.740,0.046,10.120,272.580,0.037,29140.000,18598.700,1.567,0.247
,江苏省,,2006,106.340,3299.420,0.032,269.150,2869.030,0.094,1045.550,21742.100,0.048,47.570,1789.100,0.027,195.460,3909.790,0.050,14.650,331.590,0.044,30856.801,21742.100,1.419,0.470
,江苏省,,2007,91.220,2912.810,0.031,300.360,3189.190,0.094,847.320,26018.500,0.033,48.310,1972.460,0.024,170.220,3575.120,0.048,12.630,294.730,0.043,28063.801,26018.500,1.079,0.275
,江苏省,,2008,108.220,3460.640,0.031,289.000,3026.300,0.095,995.920,30982.000,0.032,95.180,1784.830,0.053,192.630,3862.160,0.050,14.630,337.620,0.043,32771.199,30982.000,1.058,0.285
,江苏省,,2009,109.550,3344.470,0.033,352.350,3311.770,0.106,1182.300,34457.300,0.034,147.600,2201.980,0.067,213.450,3959.420,0.054,17.680,376.640,0.047,33344.199,34457.300,0.968,0.358
,江苏省,,2010,124.870,3781.400,0.033,383.370,3525.910,0.109,1366.540,41425.500,0.033,139.890,1935.540,0.072,228.720,4025.280,0.057,18.520,383.880,0.048,35388.000,41425.500,0.854,0.344
,江苏省,,2011,147.340,3746.840,0.039,438.970,4030.800,0.109,1365.000,49110.300,0.028,170.370,2258.220,0.075,250.800,4294.530,0.058,19.820,389.190,0.051,33808.602,49110.300,0.688,0.383
,江苏省,,2012,152.240,3721.400,0.041,426.440,3764.060,0.113,1298.220,54058.200,0.024,193.830,2570.160,0.075,255.450,4516.870,0.057,20.170,412.190,0.049,37177.602,54058.200,0.688,0.377
,江苏省,,2013,162.050,3974.770,0.041,470.270,3873.150,0.121,1279.640,59753.400,0.021,229.180,2623.420,0.087,302.600,4698.370,0.064,22.560,391.350,0.058,37626.602,59753.400,0.630,0.493
,江苏省,,2014,134.770,3742.890,0.036,438.420,3677.790,0.119,1576.830,65088.300,0.024,237.780,2639.120,0.090,258.320,4354.910,0.059,20.170,384.900,0.052,40276.398,65088.300,0.619,0.265
,江苏省,,2015,149.900,4028.920,0.037,408.010,3597.200,0.113,1419.410,70116.400,0.020,308.450,2634.840,0.117,295.120,4686.040,0.063,18.920,358.240,0.053,37646.000,70116.400,0.537,0.225
,江苏省,,2016,176.580,4455.650,0.040,588.260,4582.260,0.128,1844.320,77388.300,0.024,285.110,2642.250,0.108,351.560,5036.000,0.070,26.520,452.960,0.059,39247.199,77388.300,0.507,0.339
,江苏省,,2017,169.190,4336.500,0.039,514.080,4157.580,0.124,1573.710,85869.800,0.018,292.100,2593.560,0.113,330.180,4936.180,0.067,26.950,451.850,0.060,41218.000,85869.800,0.480,0.271
,江苏省,,2018,190.800,4262.260,0.045,545.700,4194.080,0.130,2020.470,92595.400,0.022,317.990,2694.840,0.118,318.270,4941.720,0.064,24.710,436.850,0.057,42332.000,92595.400,0.457,0.229
,江苏省,,2019,198.370,4446.070,0.045,640.310,4598.020,0.139,2201.560,99631.500,0.022,372.770,3055.830,0.122,405.310,5743.120,0.071,29.790,470.130,0.063,39397.801,99631.500,0.395,0.313
,江苏省,,2020,231.260,4989.620,0.046,690.070,5033.760,0.137,2486.240,102719.000,0.024,336.900,2741.370,0.123,428.040,5841.740,0.073,32.080,476.980,0.067,43768.000,102719.000,0.426,0.345
,江苏省,,2021,230.160,4741.570,0.049,666.570,4652.010,0.143,2587.160,116364.000,0.022,336.800,3210.420,0.105,390.540,5651.820,0.069,30.110,492.590,0.061,41623.199,116364.000,0.358,0.254
,江苏省,,2022,230.610,4884.250,0.047,666.670,4749.410,0.140,2650.010,122876.000,0.022,338.270,3285.430,0.103,402.910,5817.450,0.069,30.200,508.540,0.059,42075.602,122876.000,0.342,0.211
,江苏省,,2023,232.880,4964.790,0.047,670.820,4904.510,0.137,2719.090,128222.000,0.022,346.130,3371.040,0.103,404.400,5923.500,0.068,30.690,517.140,0.059,42528.004,128222.000,0.332,0.182
,江西省,,2000,53.030,2182.390,0.024,163.190,2420.200,0.067,489.630,2003.070,0.244,6.130,1455.340,0.004,84.210,2543.030,0.033,6.240,215.150,0.029,14172.000,2003.070,7.075,0.131
,江西省,,2001,62.400,2690.950,0.023,207.690,2716.910,0.076,643.560,2175.680,0.296,6.790,1707.000,0.004,117.160,3120.320,0.038,8.780,254.070,0.035,16354.800,2175.680,7.517,0.318
,江西省,,2002,63.510,2536.000,0.025,198.620,2423.300,0.082,793.050,2450.480,0.324,8.640,1790.630,0.005,124.890,3202.040,0.039,9.180,244.750,0.038,15708.000,2450.480,6.410,0.328
,江西省,,2003,67.580,2792.200,0.024,219.240,2813.460,0.078,679.850,2807.410,0.242,7.110,1801.630,0.004,121.850,3189.470,0.038,10.520,282.010,0.037,13942.600,2807.410,4.966,0.150
,江西省,,2004,79.600,2656.550,0.030,235.270,2713.150,0.087,780.100,3456.700,0.226,7.440,2020.460,0.004,156.900,3497.240,0.045,12.140,309.480,0.039,18048.000,3456.700,5.221,0.335
,江西省,,2005,79.470,2793.750,0.028,272.300,3092.830,0.088,935.750,4056.760,0.231,8.630,1731.130,0.005,152.480,3411.780,0.045,11.820,312.500,0.038,17915.000,4056.760,4.416,0.227
,江西省,,2006,87.370,3151.480,0.028,258.990,3007.640,0.086,783.960,4820.530,0.163,9.720,1753.050,0.006,157.140,3526.120,0.045,11.230,293.490,0.038,17758.000,4820.530,3.684,0.129
,江西省,,2007,94.080,3013.870,0.031,272.340,3112.280,0.088,875.330,5800.250,0.151,9.700,1687.530,0.006,151.600,3486.990,0.043,12.650,302.250,0.042,17852.400,5800.250,3.078,0.158
,江西省,,2008,110.100,3407.160,0.032,326.860,3356.550,0.097,964.780,6971.050,0.138,14.030,2265.420,0.006,202.620,4065.700,0.050,14.280,312.700,0.046,18110.400,6971.050,2.598,0.281
,江西省,,2009,124.760,3480.660,0.036,363.170,3518.200,0.103,1109.070,7655.180,0.145,33.830,2124.670,0.016,214.810,4204.150,0.051,18.050,355.700,0.051,18867.400,7655.180,2.465,0.291
,江西省,,2010,113.210,3281.820,0.034,366.320,3644.740,0.101,1231.580,9451.260,0.130,39.790,2486.270,0.016,219.630,4255.410,0.052,14.560,318.720,0.046,21618.000,9451.260,2.287,0.185
,江西省,,2011,109.180,3253.750,0.034,371.340,3554.350,0.104,1189.130,11702.800,0.102,37.950,2407.300,0.016,222.340,3941.730,0.056,16.800,338.330,0.050,23460.801,11702.800,2.005,0.171
,江西省,,2012,126.210,3487.040,0.036,393.570,3654.910,0.108,1464.210,12948.900,0.113,48.600,2197.780,0.022,234.460,4351.240,0.054,19.420,395.510,0.049,22432.000,12948.900,1.732,0.160
,江西省,,2013,126.280,3650.030,0.035,423.130,3763.880,0.112,1497.340,14410.200,0.104,58.600,2190.970,0.027,248.330,4444.960,0.056,16.390,338.840,0.048,21720.600,14410.200,1.507,0.129
,江西省,,2014,145.990,3581.310,0.041,408.010,3566.970,0.114,1342.680,15714.600,0.085,61.800,2203.310,0.028,281.170,4674.430,0.060,20.010,398.300,0.050,23364.801,15714.600,1.487,0.208
,江西省,,2015,154.260,3925.960,0.039,437.280,3788.860,0.115,1600.950,16723.800,0.096,95.570,2550.660,0.037,305.850,4918.510,0.062,22.000,414.870,0.053,27083.000,16723.800,1.619,0.189
,江西省,,2016,160.320,3699.710,0.043,510.360,4084.350,0.125,1747.930,18499.000,0.094,130.350,2607.710,0.050,296.890,4538.980,0.065,24.310,427.370,0.057,26928.000,18499.000,1.456,0.295
,江西省,,2017,175.100,4460.810,0.039,508.430,4153.890,0.122,1561.300,20006.300,0.078,120.650,2529.470,0.048,326.370,5188.440,0.063,25.290,431.180,0.059,22999.199,20006.300,1.150,0.168
,江西省,,2018,180.840,3974.740,0.045,508.310,3916.340,0.130,1596.860,21984.800,0.073,124.040,2452.320,0.051,301.440,4687.150,0.064,26.370,451.890,0.058,29077.600,21984.800,1.323,0.185
,江西省,,2019,197.560,4297.570,0.046,644.180,4487.630,0.144,1943.170,24757.500,0.078,179.550,2947.630,0.061,412.850,5649.210,0.073,30.750,497.210,0.062,25810.199,24757.500,1.043,0.332
,江西省,,2020,183.930,4127.820,0.045,551.660,4211.520,0.131,2011.860,25691.500,0.078,156.420,2959.250,0.053,335.670,4968.840,0.068,27.410,459.540,0.060,30144.000,25691.500,1.173,0.151
,江西省,,2021,223.940,4802.260,0.047,661.390,4701.190,0.141,2027.170,29619.700,0.068,139.970,2819.010,0.050,410.560,5603.200,0.073,27.990,454.410,0.062,27962.000,29619.700,0.944,0.226
,江西省,,2022,230.300,4872.760,0.047,672.240,4857.520,0.138,2062.220,32074.700,0.068,141.750,2850.110,0.050,420.380,5739.240,0.073,28.200,454.540,0.062,27636.000,32074.700,0.862,0.217
,江西省,,2023,236.120,4922.120,0.048,673.070,5010.000,0.134,2117.970,32200.100,0.069,146.210,2937.510,0.050,425.470,5874.970,0.072,29.080,467.820,0.062,27310.000,32200.100,0.848,0.206
,河北省,,2000,50.920,2303.170,0.022,153.040,2301.930,0.066,461.740,5088.960,0.091,23.240,1498.310,0.016,89.840,2517.340,0.036,7.880,239.430,0.033,23908.000,5088.960,4.698,0.262
