uid,province_id,province,year,co2_emissions,gdp,green_invention_patents,green_utility_patents,credit,bond,investment,insurance,equity,fund,carbon_finance,gf_index,green_finance_pilot,ln_gdp,ln_co2,z_green_invention_patents,z_green_utility_patents,z_credit,z_bond,z_investment,z_insurance,z_equity,z_fund,z_carbon_finance,Factor_1,Factor_2,Factor_3
3219,16,Jiangsu,2019,903868928,99836.898,18490,28399,0.045000002,0.139,0.022,0.122,0.071000002,0.063000001,0.39500001,0.31299999,0,11.511293,20.622194,4.0054145,6.3390398,1.0692729,1.2645782,-0.49080068,2.5224783,1.1956381,1.2345848,-0.64056402,0.016803624,5.0883541,0.16029169
3220,16,Jiangsu,2020,894963264,104566.6,20841,35359,0.046,0.13699999,0.024,0.123,0.072999999,0.067000002,0.426,0.345,0,11.557579,20.612293,4.5771809,8.0152054,1.1917386,1.1806227,-0.48671183,2.5527956,1.3568766,1.6008984,-0.63557094,-0.072242953,6.0849032,0.34329563
3221,16,Jiangsu,2021,936367872,119853.2,20634,29852,0.048999999,0.14300001,0.022,0.105,0.068999998,0.061000001,0.35800001,0.25400001,0,11.694023,20.657518,4.5268383,6.6889634,1.5591363,1.4324894,-0.49080068,2.0070863,1.0343989,1.0514281,-0.64652354,0.031557586,5.3030748,0.26381361
3222,16,Jiangsu,2022,919149760,124564.2,21215,24802,0.046999998,0.14,0.022,0.103,0.068999998,0.059,0.34200001,0.211,0,11.732576,20.63896,4.6681385,5.4727802,1.3142043,1.306556,-0.49080068,1.946452,1.0343989,0.86827129,-0.64910066,-0.005554857,4.8363709,0.16698374
3223,16,Jiangsu,2023,963665856,130924.3,21349,25029,0.046999998,0.13699999,0.022,0.103,0.068000004,0.059,0.33199999,0.182,0,11.782374,20.686255,4.7007275,5.5274482,1.3142043,1.1806227,-0.49080068,1.946452,0.95377994,0.86827129,-0.6507113,-0.073903553,4.8931861,0.16326201
3600,17,Jiangxi,2000,80508712,2027.8,11,38,0.024,0.067000002,0.244,0.004,0.033,0.028999999,7.0749998,0.131,0,7.614707,18.203876,-0.48870298,-0.4910934,-1.5025125,-1.7578163,-0.036937136,-1.054948,-1.8678998,-1.8790798,0.43536955,-1.8302022,-0.17069629,-0.12578318
3601,17,Jiangxi,2001,84728768,2207.1001,11,19,0.023,0.075999998,0.296,0.004,0.037999999,0.035,7.5170002,0.31799999,0,7.6994348,18.254965,-0.48870298,-0.49566913,-1.6249784,-1.3800172,0.069373243,-1.054948,-1.4648029,-1.3296096,0.50656164,-1.4722894,-0.2635856,0.026391231
3602,17,Jiangxi,2002,90491760,2487.1001,23,36,0.025,0.082000002,0.324,0.005,0.039000001,0.037999999,6.4099998,0.32800001,0,7.8188729,18.32077,-0.48578456,-0.49157503,-1.3800464,-1.1281507,0.1266173,-1.0246308,-1.3841833,-1.0548745,0.32825941,-1.2280757,-0.33499512,0.005823023
3603,17,Jiangxi,2003,105181832,2854.7,28,34,0.024,0.078000002,0.242,0.004,0.037999999,0.037,4.9660001,0.15000001,0,7.9567218,18.471201,-0.48456854,-0.4920567,-1.5025125,-1.2960615,-0.041026007,-1.054948,-1.4648029,-1.1464528,0.095677383,-1.3810511,-0.33281487,-0.23342632
3604,17,Jiangxi,2004,117303728,3451.1001,34,45,0.029999999,0.086999997,0.226,0.004,0.045000002,0.039000001,5.2210002,0.33500001,0,8.1464481,18.580276,-0.48310933,-0.4894076,-0.76771677,-0.91826236,-0.073736899,-1.054948,-0.90046668,-0.96329606,0.13674971,-0.85724574,-0.47857246,-0.14271921
3605,17,Jiangxi,2005,128496408,3991.8,48,68,0.028000001,0.088,0.23100001,0.005,0.045000002,0.037999999,4.4159999,0.227,0,8.2919979,18.671412,-0.47970453,-0.48386854,-1.0126485,-0.8762846,-0.063514724,-1.0246308,-0.90046668,-1.0548745,0.007090003,-0.94408578,-0.45221779,-0.22115813
3606,17,Jiangxi,2006,135971296,4752.3999,43,76,0.028000001,0.086000003,0.163,0.006,0.045000002,0.037999999,3.684,0.12899999,0,8.4664049,18.727955,-0.48092052,-0.48194191,-1.0126485,-0.96023983,-0.202536,-0.9943136,-0.90046668,-1.0548745,-0.11081169,-0.98728365,-0.45075855,-0.36932132
3607,17,Jiangxi,2007,155131104,5847.2998,75,76,0.030999999,0.088,0.15099999,0.006,0.043000001,0.041999999,3.0780001,0.15800001,0,8.6737356,18.859781,-0.47313809,-0.48194191,-0.6452508,-0.8762846,-0.22706918,-0.9943136,-1.0617056,-0.68856108,-0.20841883,-0.80513334,-0.51155776,-0.40048471
3608,17,Jiangxi,2008,158460288,7028.7002,100,117,0.032000002,0.097000003,0.138,0.006,0.050000001,0.046,2.598,0.28099999,0,8.8577566,18.881014,-0.46705806,-0.47206795,-0.52278459,-0.49848512,-0.25364676,-0.9943136,-0.49736974,-0.32224753,-0.28573143,-0.40465125,-0.62931681,-0.39100301
3609,17,Jiangxi,2009,176529456,7733,120,162,0.035999998,0.103,0.145,0.016000001,0.050999999,0.050999999,2.4649999,0.29100001,0,8.9532518,18.988998,-0.46219403,-0.46123067,-0.032921158,-0.246619,-0.23933576,-0.69114184,-0.41675046,0.13564421,-0.30715349,-0.054926973,-0.6337465,-0.3479639
3610,17,Jiangxi,2010,184656624,9503.4004,168,221,0.034000002,0.101,0.13,0.016000001,0.052000001,0.046,2.2869999,0.185,0,9.1594048,19.034008,-0.45052037,-0.44702178,-0.27785265,-0.33057427,-0.27000222,-0.69114184,-0.33613086,-0.32224753,-0.33582357,-0.26344624,-0.5660218,-0.41406077
3611,17,Jiangxi,2011,203036480,11717.4,213,261,0.034000002,0.104,0.102,0.016000001,0.056000002,0.050000001,2.0050001,0.171,0,9.3688307,19.128897,-0.4395763,-0.43738866,-0.27785265,-0.20464122,-0.32724625,-0.69114184,-0.01365316,0.044065997,-0.38124469,-0.04119819,-0.6301412,-0.43316761
3612,17,Jiangxi,2012,209492688,12952.8,249,406,0.035999998,0.108,0.113,0.022,0.054000001,0.048999999,1.732,0.16,0,9.4690676,19.1602,-0.43082106,-0.40246856,-0.032921158,-0.036730379,-0.30475754,-0.50923884,-0.17489201,-0.047512557,-0.42521626,-0.007242384,-0.56864214,-0.44152266
3613,17,Jiangxi,2013,213709040,14473.4,263,374,0.035,0.112,0.104,0.027000001,0.056000002,0.048,1.507,0.12899999,0,9.5800676,19.180126,-0.42741624,-0.41017506,-0.15538691,0.13118047,-0.3231574,-0.35765296,-0.01365316,-0.13909078,-0.46145654,0.015857244,-0.5358817,-0.47692001
3614,17,Jiangxi,2014,211874320,15858.6,395,686,0.041000001,0.114,0.085000001,0.028000001,0.059999999,0.050000001,1.487,0.208,0,9.6714668,19.171503,-0.39531365,-0.33503661,0.57940894,0.21513572,-0.36200157,-0.32733577,0.30882424,0.044065997,-0.4646779,0.37348714,-0.58533764,-0.43055099
3615,17,Jiangxi,2015,212141056,17031.1,569,1128,0.039000001,0.115,0.096000001,0.037,0.061999999,0.052999999,1.619,0.189,0,9.7427959,19.172762,-0.35299662,-0.22859047,0.33447701,0.25711352,-0.33951285,-0.054481249,0.47006309,0.31880099,-0.44341692,0.41393209,-0.44895664,-0.40291244
3616,17,Jiangxi,2016,214928064,18761.199,794,1567,0.043000001,0.125,0.093999997,0.050000001,0.064999998,0.057,1.456,0.29499999,0,9.8395462,19.185814,-0.29827631,-0.12286682,0.82434088,0.67689043,-0.3436017,0.33964199,0.71192122,0.6851145,-0.46967098,0.80817771,-0.37807009,-0.35878709
3617,17,Jiangxi,2017,215656928,20497.6,1135,2227,0.039000001,0.122,0.078000002,0.048,0.063000001,0.059,1.15,0.168,1,9.9280634,19.189199,-0.21534465,0.03607991,0.33447701,0.55095738,-0.37631258,0.27900764,0.55068266,0.86827129,-0.51895779,0.61196864,-0.24504814,-0.41335058
3618,17,Jiangxi,2018,225504240,23016.9,1359,2601,0.045000002,0.13,0.072999999,0.050999999,0.064000003,0.057999998,1.323,0.185,1,10.043984,19.233849,-0.16086756,0.12614971,1.0692729,0.88677877,-0.38653475,0.36995912,0.63130224,0.77669269,-0.49109304,0.89102328,-0.232447,-0.34769684
3619,17,Jiangxi,2019,226600832,24724,1396,3015,0.046,0.14399999,0.078000002,0.061000001,0.072999999,0.061999999,1.043,0.33199999,1,10.11553,19.238701,-0.1518691,0.22585267,1.1917386,1.4744666,-0.37631258,0.67313087,1.3568766,1.1430062,-0.53619206,1.3770922,-0.23831223,-0.29501906
3620,17,Jiangxi,2020,232524000,25825.4,1921,3636,0.045000002,0.131,0.078000002,0.052999999,0.068000004,0.059999999,1.173,0.15099999,1,10.159114,19.264503,-0.024188401,0.37540707,1.0692729,0.92875659,-0.37631258,0.43059346,0.95377994,0.95984948,-0.51525319,1.0015119,-0.082461953,-0.30712813
3621,17,Jiangxi,2021,252422352,29838.199,1830,2844,0.046999998,0.141,0.068000004,0.050000001,0.072999999,0.061999999,0.94400001,0.226,1,10.303545,19.346615,-0.046319723,0.18467101,1.3142043,1.3485339,-0.39675689,0.33964199,1.3568766,1.1430062,-0.55213773,1.3814739,-0.31475168,-0.29058957
3622,17,Jiangxi,2022,262287920,31568.1,2272,2172,0.046999998,0.138,0.068000004,0.050000001,0.072999999,0.061999999,0.86199999,0.21699999,1,10.359902,19.384953,0.061175272,0.022834349,1.3142043,1.2226005,-0.39675689,0.33964199,1.3568766,1.1430062,-0.56534535,1.3510219,-0.33015925,-0.30622068
3623,17,Jiangxi,2023,273116320,32677.1,2869,2356,0.048,0.134,0.068999998,0.050000001,0.071999997,0.061999999,0.84799999,0.206,1,10.39443,19.425407,0.20636648,0.067146771,1.4366705,1.0546899,-0.39471248,0.33964199,1.276257,1.1430062,-0.56760025,1.29397,-0.23232949,-0.29721302
1300,18,Hebei,2000,253490016,4663.7002,43,105,0.022,0.066,0.090999998,0.016000001,0.035999998,0.033,4.698,0.26199999,0,8.4475641,19.350836,-0.48092052,-0.47495788,-1.7474444,-1.7997941,-0.34973499,-0.69114184,-1.6260417,-1.5127664,0.052511163,-1.7998117,-0.11810109,-0.51473939
1301,18,Hebei,2001,271754656,5107.7998,46,110,0.024,0.071000002,0.086000003,0.02,0.035999998,0.032000002,4.1989999,0.233,0,8.5385237,19.42041,-0.48019093,-0.47375375,-1.5025125,-1.5899054,-0.35995713,-0.56987321,-1.6260417,-1.6043446,-0.027861735,-1.7052408,-0.11549536,-0.5518927
1302,18,Hebei,2002,308619328,5574.8999,63,152,0.025,0.078000002,0.127,0.017000001,0.041999999,0.034000002,4.3400002,0.333,0,8.62603,19.547619,-0.47605649,-0.46363896,-1.3800464,-1.2960615,-0.2761355,-0.66082466,-1.1423252,-1.4211878,-0.005151116,-1.3851935,-0.22077468,-0.43629542
1303,18,Hebei,2003,346976448,6406.6001,76,125,0.028000001,0.079000004,0.090000004,0.021,0.039999999,0.035,3.6099999,0.285,0,8.7650843,19.664768,-0.47289488,-0.47014132,-1.0126485,-1.2540838,-0.35177943,-0.53955603,-1.303564,-1.3296096,-0.12273073,-1.3043252,-0.22499777,-0.53034061
1304,18,Hebei,2004,394407968,7683,84,154,0.028000001,0.086999997,0.079999998,0.018999999,0.043000001,0.037,3.3859999,0.30899999,0,8.9467649,19.792896,-0.47094926,-0.4631573,-1.0126485,-0.91826236,-0.37222373,-0.60019034,-1.0617056,-1.1464528,-0.15880994,-1.0890424,-0.30660805,-0.52367377
1305,18,Hebei,2005,456920320,8886.2002,108,194,0.028999999,0.086000003,0.086999997,0.017999999,0.045000002,0.041000001,2.858,0.29699999,0,9.0922546,19.94002,-0.46511245,-0.45352417,-0.89018273,-0.96023983,-0.35791272,-0.63050753,-0.90046668,-0.78013927,-0.24385378,-0.91577888,-0.36668041,-0.52779859
1306,18,Hebei,2006,494913632,10178.1,163,201,0.029999999,0.086000003,0.075000003,0.023,0.046999998,0.039000001,2.3380001,0.242,0,9.227994,20.019894,-0.45173636,-0.45183837,-0.76771677,-0.96023983,-0.38244587,-0.47892165,-0.73922813,-0.96329606,-0.32760909,-0.90093505,-0.32712016,-0.5887596
1307,18,Hebei,2007,544309824,12317.6,157,199,0.032000002,0.092,0.074000001,0.021,0.048,0.041999999,2.3529999,0.26300001,0,9.4187841,20.115028,-0.45319557,-0.45232001,-0.52278459,-0.70837373,-0.38449031,-0.53955603,-0.65860856,-0.68856108,-0.32519308,-0.65557164,-0.41726592,-0.54508823
1308,18,Hebei,2008,561276032,14403.8,170,317,0.029999999,0.090999998,0.067000002,0.039999999,0.045000002,0.041999999,1.952,0.15099999,0,9.5752478,20.145723,-0.45003396,-0.42390227,-0.76771677,-0.75035155,-0.39880133,0.036470223,-0.90046668,-0.68856108,-0.3897813,-0.83824271,-0.18579222,-0.64304954
1309,18,Hebei,2009,631064640,15540.3,248,413,0.035,0.102,0.063000001,0.043000001,0.050999999,0.046,1.721,0.27900001,0,9.6511917,20.262918,-0.43106425,-0.40078276,-0.15538691,-0.28859681,-0.40697905,0.12742181,-0.41675046,-0.32224753,-0.42698801,-0.30237097,-0.2981579,-0.57911974
1310,18,Hebei,2010,671608192,18254.1,318,500,0.039000001,0.112,0.061999999,0.054000001,0.057999998,0.046999998,1.5190001,0.44299999,0,9.8121452,20.325186,-0.41404015,-0.37983069,0.33447701,0.13118047,-0.40902346,0.46091071,0.14758539,-0.23066932,-0.45952371,0.12082181,-0.30508259,-0.54116863
1311,18,Hebei,2011,721983424,21711.699,439,659,0.037999999,0.108,0.054000001,0.043000001,0.055,0.048,1.4579999,0.28299999,0,9.9856062,20.397512,-0.3846128,-0.34153897,0.21201079,-0.036730379,-0.42537892,0.12742181,-0.09427274,-0.13909078,-0.46934885,0.002312753,-0.3452802,-0.55195481
1312,18,Hebei,2012,743645312,23437.301,597,983,0.035,0.112,0.050999999,0.050999999,0.056000002,0.052999999,1.3890001,0.26199999,0,10.062084,20.427074,-0.346187,-0.26351058,-0.15538691,0.13118047,-0.43151221,0.36995912,-0.01365316,0.31880099,-0.48046252,0.074822187,-0.24721023,-0.55431479
1313,18,Hebei,2013,782139392,24659.1,599,969,0.037,0.115,0.055,0.066,0.055,0.048,1.331,0.2,0,10.112902,20.477543,-0.34570059,-0.26688218,0.089545049,0.25711352,-0.42333448,0.82471669,-0.09427274,-0.13909078,-0.48980448,0.005912065,-0.090134338,-0.58741909
1314,18,Hebei,2014,802650752,25644.1,728,1233,0.037999999,0.121,0.061000001,0.075000003,0.064000003,0.052000001,1.382,0.32699999,0,10.152069,20.503429,-0.3143276,-0.20330349,0.21201079,0.50897962,-0.4110679,1.0975714,0.63130224,0.22722276,-0.48159003,0.40030026,-0.079213984,-0.51911968
1315,18,Hebei,2015,763994112,26744.1,1056,1789,0.037,0.118,0.052999999,0.107,0.061999999,0.056000002,1.201,0.287,0,10.194069,20.454071,-0.23455757,-0.069402918,0.089545049,0.38304657,-0.42742336,2.0677207,0.47006309,0.59353632,-0.51074332,0.3176569,0.32230839,-0.58590686
1316,18,Hebei,2016,748779584,28879.699,1551,2554,0.041000001,0.127,0.052999999,0.098999999,0.063000001,0.056000002,1.125,0.28600001,0,10.270894,20.433956,-0.1141729,0.11483078,0.57940894,0.76084602,-0.42742336,1.8251834,0.55068266,0.59353632,-0.52298445,0.56386453,0.30862695,-0.51218569
1317,18,Hebei,2017,754433728,31065.5,1688,3189,0.045000002,0.126,0.046,0.146,0.064999998,0.057999998,1.12,0.333,1,10.343853,20.441479,-0.080854312,0.26775679,1.0692729,0.71886826,-0.44173437,3.2500904,0.71192122,0.77669269,-0.52378982,0.69966334,0.77759284,-0.54956239
1318,18,Hebei,2018,796202816,32947,2189,3783,0.046,0.134,0.061999999,0.162,0.07,0.059999999,1.0880001,0.391,1,10.402656,20.495365,0.040989559,0.41080886,1.1917386,1.0546899,-0.40902346,3.7351651,1.1150185,0.95984948,-0.52894396,0.94760811,0.96746314,-0.49576539
1319,18,Hebei,2019,828197184,35623.5,2459,5159,0.048,0.14399999,0.068000004,0.19400001,0.074000001,0.059,1.276,0.42199999,1,10.480761,20.534761,0.10665392,0.74218869,1.4366705,1.4744666,-0.39675689,4.7053146,1.4374962,0.86827129,-0.49866322,1.113793,1.3861656,-0.46079388
1320,18,Hebei,2020,826743296,36821.5,2841,7058,0.044,0.145,0.057,0.152,0.078000002,0.064999998,1.306,0.43799999,1,10.513837,20.533005,0.19955684,1.1995218,0.94680667,1.5164443,-0.41924563,3.4319932,1.7599739,1.4177412,-0.49383119,1.2316892,1.2008742,-0.34594759
1321,18,Hebei,2021,820615040,41205.398,3130,6038,0.046,0.138,0.064999998,0.106,0.075000003,0.064000003,1.156,0.28400001,1,10.626325,20.525564,0.26984203,0.95387679,1.1917386,1.2226005,-0.40289018,2.0374036,1.5181158,1.3261634,-0.51799136,1.2087235,0.71250314,-0.29547837
1322,18,Hebei,2022,786684032,43198.301,3514,5106,0.046999998,0.13600001,0.066,0.106,0.074000001,0.063000001,1.0700001,0.271,1,10.673556,20.483337,0.36323133,0.72942477,1.3142043,1.1386455,-0.40084577,2.0374036,1.4374962,1.2345848,-0.53184319,1.1846159,0.66294283,-0.31498232
1323,18,Hebei,2023,810303168,45660,4066,5253,0.046,0.13500001,0.068000004,0.107,0.074000001,0.061999999,1,0.25799999,1,10.728978,20.512918,0.49747849,0.76482654,1.1917386,1.0966678,-0.39675689,2.0677207,1.4374962,1.1430062,-0.54311794,1.0914816,0.77095658,-0.3211346
4100,19,Henan,2000,223754240,5097.2998,55,81,0.022,0.068000004,0.094999999,0.022,0.035,0.032000002,2.5209999,0.27500001,0,8.5364666,19.226059,-0.4780021,-0.48073778,-1.7474444,-1.7158384,-0.34155726,-0.50923884,-1.706661,-1.6043446,-0.29813367,-1.8374799,-0.085733034,-0.70786136
4101,19,Henan,2001,241104224,5586.6001,49,79,0.023,0.074000001,0.107,0.012,0.039999999,0.034000002,2.9590001,0.30199999,0,8.6281261,19.300739,-0.47946131,-0.48121941,-1.6249784,-1.4639723,-0.31702411,-0.81241053,-1.303564,-1.4211878,-0.22758591,-1.5465244,-0.253131,-0.59625417
4102,19,Henan,2002,257188784,6094.2002,52,117,0.025,0.075000003,0.092,0.015,0.035999998,0.035,2.2920001,0.211,0,8.7150927,19.36532,-0.47873172,-0.47206795,-1.3800464,-1.4219946,-0.34769055,-0.72145903,-1.6260417,-1.3296096,-0.33501822,-1.5405515,-0.23582336,-0.66952133
4103,19,Henan,2003,297991136,7017.1001,65,139,0.025,0.083999999,0.090000004,0.022,0.043000001,0.035999998,2.046,0.347,0,8.8561049,19.512575,-0.47557008,-0.46676973,-1.3800464,-1.0441954,-0.35177943,-0.50923884,-1.0617056,-1.2380314,-0.37464091,-1.259388,-0.25279227,-0.65939587
4104,19,Henan,2004,362742656,8493.5,77,155,0.027000001,0.083999999,0.097999997,0.017999999,0.046999998,0.039000001,1.933,0.33500001,0,9.0470562,19.709204,-0.47265169,-0.46291646,-1.1351144,-1.0441954,-0.33542398,-0.63050753,-0.73922813,-0.96329606,-0.39284161,-1.0137346,-0.35755619,-0.61197191
4105,19,Henan,2005,411795168,10199.5,133,224,0.029999999,0.088,0.090999998,0.02,0.045000002,0.043000001,1.641,0.37099999,0,9.230094,19.836037,-0.45903242,-0.44629931,-0.76771677,-0.8762846,-0.34973499,-0.56987321,-0.90046668,-0.59698254,-0.43987343,-0.81107849,-0.39105925,-0.60910445
4106,19,Henan,2006,456193024,11974.6,193,245,0.029999999,0.092,0.077,0.024,0.048,0.041999999,1.271,0.366,0,9.390543,19.938427,-0.44444034,-0.44124192,-0.76771677,-0.70837373,-0.37835702,-0.44860449,-0.65860856,-0.68856108,-0.49946854,-0.73332423,-0.37535948,-0.64934039
4107,19,Henan,2007,501769728,14773.2,181,333,0.028999999,0.096000001,0.061999999,0.017000001,0.046999998,0.041000001,1.1059999,0.2,0,9.6005697,20.033651,-0.44735873,-0.42004901,-0.89018273,-0.54046291,-0.40902346,-0.66082466,-0.73922813,-0.78013927,-0.52604479,-0.76522177,-0.426994,-0.67507333
4108,19,Henan,2008,518063552,17541.9,329,510,0.035,0.096000001,0.054000001,0.030999999,0.050000001,0.043000001,1.243,0.30599999,0,9.7723475,20.065609,-0.41136494,-0.37742239,-0.15538691,-0.54046291,-0.42537892,-0.2363843,-0.49736974,-0.59698254,-0.50397843,-0.4665862,-0.34930485,-0.6337195
4109,19,Henan,2009,542281280,19077.1,341,635,0.030999999,0.096000001,0.045000002,0.037999999,0.052000001,0.045000002,1.072,0.182,0,9.8562441,20.111296,-0.40844652,-0.34731886,-0.6452508,-0.54046291,-0.44377878,-0.024164131,-0.33613086,-0.41382575,-0.53152108,-0.52341503,-0.26018724,-0.67907703
4110,19,Henan,2010,582054592,22568.199,530,984,0.032000002,0.1,0.045000002,0.052000001,0.052999999,0.046999998,0.91600001,0.192,0,10.024297,20.182076,-0.36248147,-0.26326975,-0.52278459,-0.37255207,-0.44377878,0.40027633,-0.25551158,-0.23066932,-0.55664766,-0.40043411,-0.11495186,-0.68166018
4111,19,Henan,2011,632205824,26212.199,729,1017,0.035999998,0.106,0.037,0.046999998,0.054000001,0.050999999,0.70499998,0.23800001,0,10.17398,20.264725,-0.31408441,-0.25532243,-0.032921158,-0.12068596,-0.46013424,0.2486904,-0.17489201,0.13564421,-0.59063298,-0.064017095,-0.23786412,-0.63877523
4112,19,Henan,2012,652481280,28878.5,763,1282,0.034000002,0.107,0.041999999,0.072999999,0.057,0.050999999,0.824,0.211,0,10.270853,20.296293,-0.30581555,-0.1915029,-0.27785265,-0.078708164,-0.44991207,1.0369369,0.066966116,0.13564421,-0.57146591,-0.096519649,0.041895151,-0.66360414
4113,19,Henan,2013,674562304,31621.4,1038,1465,0.037,0.118,0.048,0.077,0.059,0.056000002,0.81800002,0.34599999,0,10.361589,20.329575,-0.23893519,-0.14743131,0.089545049,0.38304657,-0.43764549,1.1582056,0.22820497,0.59353632,-0.57243234,0.29890388,0.011903113,-0.58829486
4114,19,Henan,2014,665211904,34611.199,1338,1705,0.041999999,0.119,0.037999999,0.061000001,0.059,0.052000001,0.65100002,0.289,0,10.451933,20.315617,-0.16597478,-0.089632496,0.70187467,0.42502436,-0.4580898,0.67313087,0.22820497,0.22722276,-0.59933066,0.38458911,-0.10400397,-0.56088358
4115,19,Henan,2015,659924928,36798.199,1607,2391,0.037999999,0.114,0.039999999,0.082999997,0.061999999,0.052999999,0.73299998,0.205,0,10.513205,20.307636,-0.10055362,0.075575761,0.21201079,0.21513572,-0.45400095,1.3401085,0.47006309,0.31880099,-0.58612311,0.22451079,0.24221119,-0.59407437
4116,19,Henan,2016,647569280,40167.699,2250,3034,0.046,0.13,0.045000002,0.102,0.064999998,0.059999999,0.64099997,0.43799999,0,10.600819,20.288736,0.055824842,0.2304284,1.1917386,0.88677877,-0.44377878,1.9161348,0.71192122,0.95984948,-0.60094136,0.88420105,0.35792527,-0.48574221
4117,19,Henan,2017,650981440,44586.5,3268,4305,0.046,0.131,0.041000001,0.085000001,0.07,0.059,0.52899998,0.37099999,0,10.705187,20.293991,0.30340382,0.53652126,1.1917386,0.92875659,-0.45195651,1.400743,1.1150185,0.86827129,-0.61898094,0.94482017,0.42130291,-0.41805449
4118,19,Henan,2018,674804800,50273.5,3910,5591,0.041999999,0.134,0.037,0.104,0.074000001,0.064999998,0.50099999,0.36199999,0,10.825233,20.329933,0.45953909,0.84622651,0.70187467,1.0546899,-0.46013424,1.9767693,1.4374962,1.4177412,-0.62349087,1.0106167,0.77155894,-0.40690091
4119,19,Henan,2019,691043648,53739.301,2921,6358,0.044,0.138,0.037,0.097000003,0.068000004,0.061999999,0.472,0.26100001,0,10.8919,20.353714,0.21901295,1.0309418,0.94680667,1.2226005,-0.46013424,1.7645491,0.95377994,1.1430062,-0.62816179,0.92934585,0.70686322,-0.41537628
4120,19,Henan,2020,697135616,54160.602,3625,8444,0.048,0.14,0.033,0.088,0.07,0.059,0.486,0.285,0,10.899709,20.36249,0.39022669,1.5333098,1.4366705,1.306556,-0.46831197,1.4916945,1.1150185,0.86827129,-0.62590688,0.99590003,0.89572823,-0.33436042
4121,19,Henan,2021,729969984,57806.898,3692,6541,0.045000002,0.134,0.037999999,0.094999999,0.068000004,0.059,0.53399998,0.154,0,10.964864,20.408514,0.40652117,1.0750135,1.0692729,1.0546899,-0.4580898,1.7039146,0.95377994,0.86827129,-0.61817563,0.8145929,0.82341754,-0.40322676
4122,19,Henan,2022,713191360,58807.398,3548,5894,0.044,0.133,0.037,0.093000002,0.067000002,0.059,0.52499998,0.131,0,10.982023,20.38526,0.37150019,0.91919756,0.94680667,1.0127121,-0.46013424,1.6432804,0.87316036,0.86827129,-0.61962521,0.76890886,0.73604399,-0.42639309
4123,19,Henan,2023,736854464,60627.699,3897,6432,0.045000002,0.132,0.037999999,0.093000002,0.068000004,0.059999999,0.55699998,0.14300001,0,11.012507,20.4179,0.45637745,1.0487632,1.0692729,0.97073436,-0.4580898,1.6432804,0.95377994,0.95984948,-0.61447102,0.81704926,0.81471384,-0.39533332
3300,20,Zhejiang,2000,119013240,6218.8999,70,193,0.024,0.071000002,0.093000002,0.013,0.035999998,0.032000002,3.592,0.30599999,0,8.7353487,18.594746,-0.47435409,-0.453765,-1.5025125,-1.5899054,-0.34564614,-0.78209335,-1.6260417,-1.6043446,-0.12562993,-1.6979969,-0.17852278,-0.58074546
3301,20,Zhejiang,2001,126433720,7003.3999,75,197,0.024,0.072999999,0.086999997,0.011,0.035999998,0.030999999,3.6229999,0.204,0,8.8541508,18.65523,-0.47313809,-0.45280167,-1.5025125,-1.5059502,-0.35791272,-0.84272772,-1.6260417,-1.6959231,-0.12063684,-1.6990844,-0.19561775,-0.58251506
3302,20,Zhejiang,2002,135158752,8144.1001,134,233,0.023,0.075000003,0.067000002,0.015,0.039000001,0.030999999,2.938,0.17299999,0,9.0050488,18.72196,-0.4587892,-0.44413185,-1.6249784,-1.4219946,-0.39880133,-0.72145903,-1.3841833,-1.6959231,-0.23096836,-1.6562171,-0.17453097,-0.66190499
3303,20,Zhejiang,2003,157390352,9892.5996,155,277,0.028000001,0.075999998,0.061000001,0.017000001,0.041999999,0.035999998,2.5420001,0.28600001,0,9.199542,18.874239,-0.45368198,-0.4335354,-1.0126485,-1.3800172,-0.4110679,-0.66082466,-1.1423252,-1.2380314,-0.29475123,-1.2783705,-0.26507318,-0.63820767
3304,20,Zhejiang,2004,184446528,11660.7,216,337,0.027000001,0.083999999,0.068999998,0.016000001,0.044,0.039000001,2.1159999,0.28600001,0,9.3639793,19.032869,-0.43884671,-0.41908571,-1.1351144,-1.0441954,-0.39471248,-0.69114184,-0.98108631,-0.96329606,-0.36336619,-1.0942495,-0.32113814,-0.63293332
3305,20,Zhejiang,2005,212698736,13212.6,515,508,0.028000001,0.092,0.056000002,0.016000001,0.044,0.039000001,2.036,0.303,0,9.4889259,19.175386,-0.36612949,-0.37790406,-1.0126485,-0.70837373,-0.42129004,-0.69114184,-0.98108631,-0.96329606,-0.37625161,-0.98005641,-0.30820307,-0.62660509
3306,20,Zhejiang,2006,256460752,15516.4,464,628,0.034000002,0.093999997,0.068999998,0.016000001,0.046999998,0.039999999,1.7869999,0.34599999,0,9.6496525,19.362486,-0.37853277,-0.34900466,-0.27785265,-0.6244185,-0.39471248,-0.69114184,-0.73922813,-0.87171781,-0.41635752,-0.6528728,-0.3956742,-0.57353115
3307,20,Zhejiang,2007,273236960,18914.699,633,784,0.029999999,0.093999997,0.050000001,0.016000001,0.050000001,0.046,1.624,0.28,0,9.8476944,19.42585,-0.33743173,-0.31143543,-0.76771677,-0.6244185,-0.43355665,-0.69114184,-0.49736974,-0.32224753,-0.44261158,-0.57956439,-0.39076105,-0.59400296
